OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
1182,12,Leitrim,32044,2020/04/14 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,46,143.5526152,,,4618679673,453253.685
1183,13,Limerick,194899,2020/04/14 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,284,145.7164993,,,7206726912,673892.6905
1184,14,Longford,40873,2020/04/14 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,74,181.048614,,,3097977869,315245.1728
1185,15,Louth,128884,2020/04/14 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,346,268.4584588,,,2386326963,352203.5172
1186,16,Mayo,130507,2020/04/14 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,253,193.8593332,,,16036984139,2101964.077
1187,17,Meath,195044,2020/04/14 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,411,210.7216833,,,6658570746,554844.7505
1188,18,Monaghan,61386,2020/04/14 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,159,259.0167139,,,3768943157,392803.0473
1189,19,Offaly,77961,2020/04/14 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,171,219.3404395,,,5558826350,561440.3786
1190,20,Roscommon,64544,2020/04/14 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,63,97.60783342,,,7278743876,622494.1546
1191,21,Sligo,65535,2020/04/14 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,60,91.55413138,,,5348370378,682286.8703
1192,22,Tipperary,159553,2020/04/14 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,257,161.0750033,,,11551196729,781276.5797
1193,23,Waterford,116176,2020/04/14 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,97,83.49400909,,,4848379555,643184.904
1194,24,Westmeath,88770,2020/04/14 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,292,328.9399572,,,5208705730,422669.3327
1195,25,Wexford,149722,2020/04/14 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,69,46.08541163,,,6332221063,589324.4767
1196,26,Wicklow,142425,2020/04/14 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,376,263.9985958,,,5580728579,427539.1986
1197,1,Carlow,56932,2020/04/15 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,58,101.8759222,,,2432351721,319348.5725
1198,2,Cavan,76176,2020/04/15 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,347,455.5240496,,,5575009911,515954.4965
1199,3,Clare,118817,2020/04/15 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,155,130.452713,,,8722541706,1013948.95
1200,4,Cork,542868,2020/04/15 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,939,172.9702248,,,19529490886,2129949.409
1201,5,Donegal,159192,2020/04/15 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,346,217.3476054,,,14624041937,2145085.774
1202,6,Dublin,1347359,2020/04/15 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,6412,475.8939525,,,2612632655,449433.5318
1203,7,Galway,258058,2020/04/15 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,258,99.97752443,,,17079158586,1972288.286
1204,8,Kerry,147707,2020/04/15 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,251,169.9310121,,,12483603408,1753779.819
1205,9,Kildare,222504,2020/04/15 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,627,281.7926869,,,4726063622,422182.0368
1206,10,Kilkenny,99232,2020/04/15 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,180,181.393099,,,5585391835,453397.5722
1207,11,Laois,84697,2020/04/15 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,137,161.7530727,,,4731211499,398512.4622
1208,12,Leitrim,32044,2020/04/15 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,49,152.9147422,,,4618679673,453253.685
1209,13,Limerick,194899,2020/04/15 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,318,163.1614323,,,7206726912,673892.6905
1210,14,Longford,40873,2020/04/15 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,77,188.3884227,,,3097977869,315245.1728
1211,15,Louth,128884,2020/04/15 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,377,292.5110952,,,2386326963,352203.5172
1212,16,Mayo,130507,2020/04/15 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,262,200.755515,,,16036984139,2101964.077
1213,17,Meath,195044,2020/04/15 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,427,218.9249605,,,6658570746,554844.7505
1214,18,Monaghan,61386,2020/04/15 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,164,267.1618936,,,3768943157,392803.0473
1215,19,Offaly,77961,2020/04/15 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,179,229.6019805,,,5558826350,561440.3786
1216,20,Roscommon,64544,2020/04/15 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,65,100.7064948,,,7278743876,622494.1546
1217,21,Sligo,65535,2020/04/15 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,63,96.13183795,,,5348370378,682286.8703
1218,22,Tipperary,159553,2020/04/15 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,277,173.610023,,,11551196729,781276.5797
1219,23,Waterford,116176,2020/04/15 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,98,84.35477207,,,4848379555,643184.904
1220,24,Westmeath,88770,2020/04/15 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,301,339.0785175,,,5208705730,422669.3327
1221,25,Wexford,149722,2020/04/15 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,73,48.7570297,,,6332221063,589324.4767
1222,26,Wicklow,142425,2020/04/15 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,388,272.4240829,,,5580728579,427539.1986
1223,1,Carlow,56932,2020/04/16 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,66,115.9277735,,,2432351721,319348.5725
1224,2,Cavan,76176,2020/04/16 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,353,463.4005461,,,5575009911,515954.4965
1225,3,Clare,118817,2020/04/16 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,174,146.4436907,,,8722541706,1013948.95
1226,4,Cork,542868,2020/04/16 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,975,179.6016711,,,19529490886,2129949.409
1227,5,Donegal,159192,2020/04/16 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,357,224.2575004,,,14624041937,2145085.774
1228,6,Dublin,1347359,2020/04/16 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,6773,502.6871086,,,2612632655,449433.5318
1229,7,Galway,258058,2020/04/16 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,265,102.6900929,,,17079158586,1972288.286
1230,8,Kerry,147707,2020/04/16 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,253,171.285044,,,12483603408,1753779.819
1231,9,Kildare,222504,2020/04/16 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,688,309.2079244,,,4726063622,422182.0368
1232,10,Kilkenny,99232,2020/04/16 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,191,192.4782328,,,5585391835,453397.5722
1233,11,Laois,84697,2020/04/16 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,145,171.1985076,,,4731211499,398512.4622
1234,12,Leitrim,32044,2020/04/16 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,49,152.9147422,,,4618679673,453253.685
1235,13,Limerick,194899,2020/04/16 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,353,181.1194516,,,7206726912,673892.6905
1236,14,Longford,40873,2020/04/16 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,81,198.1748342,,,3097977869,315245.1728
1237,15,Louth,128884,2020/04/16 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,400,310.3565997,,,2386326963,352203.5172
1238,16,Mayo,130507,2020/04/16 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,273,209.1841817,,,16036984139,2101964.077
1239,17,Meath,195044,2020/04/16 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,467,239.4331535,,,6658570746,554844.7505
1240,18,Monaghan,61386,2020/04/16 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,170,276.9361092,,,3768943157,392803.0473
1241,19,Offaly,77961,2020/04/16 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,186,238.5808289,,,5558826350,561440.3786
1242,20,Roscommon,64544,2020/04/16 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,78,120.8477938,,,7278743876,622494.1546
1243,21,Sligo,65535,2020/04/16 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,64,97.65774014,,,5348370378,682286.8703
1244,22,Tipperary,159553,2020/04/16 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,289,181.1310348,,,11551196729,781276.5797
1245,23,Waterford,116176,2020/04/16 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,106,91.24087591,,,4848379555,643184.904
1246,24,Westmeath,88770,2020/04/16 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,314,353.7231047,,,5208705730,422669.3327
1247,25,Wexford,149722,2020/04/16 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,83,55.43607486,,,6332221063,589324.4767
1248,26,Wicklow,142425,2020/04/16 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,396,278.0410742,,,5580728579,427539.1986
1249,1,Carlow,56932,2020/04/17 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,68,119.4407363,,,2432351721,319348.5725
1250,2,Cavan,76176,2020/04/17 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,386,506.721277,,,5575009911,515954.4965
1251,3,Clare,118817,2020/04/17 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,176,148.1269515,,,8722541706,1013948.95
1252,4,Cork,542868,2020/04/17 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1024,188.6278064,,,19529490886,2129949.409
1253,5,Donegal,159192,2020/04/17 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,364,228.6547063,,,14624041937,2145085.774
1254,6,Dublin,1347359,2020/04/17 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,7208,534.9724906,,,2612632655,449433.5318
1255,7,Galway,258058,2020/04/17 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,275,106.5651908,,,17079158586,1972288.286
1256,8,Kerry,147707,2020/04/17 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,260,176.0241559,,,12483603408,1753779.819
1257,9,Kildare,222504,2020/04/17 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,769,345.6117643,,,4726063622,422182.0368
1258,10,Kilkenny,99232,2020/04/17 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,198,199.5324089,,,5585391835,453397.5722
1259,11,Laois,84697,2020/04/17 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,165,194.8120949,,,4731211499,398512.4622
1260,12,Leitrim,32044,2020/04/17 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,50,156.0354513,,,4618679673,453253.685
1261,13,Limerick,194899,2020/04/17 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,355,182.1456241,,,7206726912,673892.6905
1262,14,Longford,40873,2020/04/17 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,86,210.4078487,,,3097977869,315245.1728
1263,15,Louth,128884,2020/04/17 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,404,313.4601657,,,2386326963,352203.5172
1264,16,Mayo,130507,2020/04/17 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,312,239.0676362,,,16036984139,2101964.077
1265,17,Meath,195044,2020/04/17 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,508,260.4540514,,,6658570746,554844.7505
1266,18,Monaghan,61386,2020/04/17 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,173,281.823217,,,3768943157,392803.0473
1267,19,Offaly,77961,2020/04/17 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,197,252.6904478,,,5558826350,561440.3786
1268,20,Roscommon,64544,2020/04/17 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,80,123.9464551,,,7278743876,622494.1546
1269,21,Sligo,65535,2020/04/17 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,70,106.8131533,,,5348370378,682286.8703
1270,22,Tipperary,159553,2020/04/17 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,299,187.3985447,,,11551196729,781276.5797
1271,23,Waterford,116176,2020/04/17 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,108,92.96240187,,,4848379555,643184.904
1272,24,Westmeath,88770,2020/04/17 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,341,384.1387856,,,5208705730,422669.3327
1273,25,Wexford,149722,2020/04/17 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,96,64.11883357,,,6332221063,589324.4767
1274,26,Wicklow,142425,2020/04/17 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,430,301.9132877,,,5580728579,427539.1986
1275,1,Carlow,56932,2020/04/18 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,75,131.7361062,,,2432351721,319348.5725
1276,2,Cavan,76176,2020/04/18 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,400,525.099769,,,5575009911,515954.4965
1277,3,Clare,118817,2020/04/18 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,183,154.0183644,,,8722541706,1013948.95
1278,4,Cork,542868,2020/04/18 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1043,192.1277364,,,19529490886,2129949.409
1279,5,Donegal,159192,2020/04/18 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,370,232.4237399,,,14624041937,2145085.774
1280,6,Dublin,1347359,2020/04/18 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,7485,555.5312281,,,2612632655,449433.5318
1281,7,Galway,258058,2020/04/18 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,286,110.8277984,,,17079158586,1972288.286
1282,8,Kerry,147707,2020/04/18 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,266,180.0862518,,,12483603408,1753779.819
1283,9,Kildare,222504,2020/04/18 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,820,368.5327005,,,4726063622,422182.0368
1284,10,Kilkenny,99232,2020/04/18 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,207,208.6020639,,,5585391835,453397.5722
1285,11,Laois,84697,2020/04/18 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,167,197.1734536,,,4731211499,398512.4622
1286,12,Leitrim,32044,2020/04/18 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,51,159.1561603,,,4618679673,453253.685
1287,13,Limerick,194899,2020/04/18 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,372,190.8680907,,,7206726912,673892.6905
1288,14,Longford,40873,2020/04/18 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,89,217.7476574,,,3097977869,315245.1728
1289,15,Louth,128884,2020/04/18 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,435,337.5128022,,,2386326963,352203.5172
1290,16,Mayo,130507,2020/04/18 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,332,254.3924847,,,16036984139,2101964.077
1291,17,Meath,195044,2020/04/18 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,517,265.0683948,,,6658570746,554844.7505
1292,18,Monaghan,61386,2020/04/18 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,186,303.0006842,,,3768943157,392803.0473
1293,19,Offaly,77961,2020/04/18 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,199,255.255833,,,5558826350,561440.3786
1294,20,Roscommon,64544,2020/04/18 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,94,145.6370848,,,7278743876,622494.1546
1295,21,Sligo,65535,2020/04/18 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,71,108.3390555,,,5348370378,682286.8703
1296,22,Tipperary,159553,2020/04/18 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,307,192.4125526,,,11551196729,781276.5797
1297,23,Waterford,116176,2020/04/18 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,108,92.96240187,,,4848379555,643184.904
1298,24,Westmeath,88770,2020/04/18 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,353,397.6568661,,,5208705730,422669.3327
1299,25,Wexford,149722,2020/04/18 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,97,64.78673809,,,6332221063,589324.4767
1300,26,Wicklow,142425,2020/04/18 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,444,311.7430226,,,5580728579,427539.1986
1301,1,Carlow,56932,2020/04/19 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,75,131.7361062,,,2432351721,319348.5725
1302,2,Cavan,76176,2020/04/19 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,402,527.7252678,,,5575009911,515954.4965
1303,3,Clare,118817,2020/04/19 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,187,157.384886,,,8722541706,1013948.95
1304,4,Cork,542868,2020/04/19 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1051,193.6013911,,,19529490886,2129949.409
1305,5,Donegal,159192,2020/04/19 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,378,237.449118,,,14624041937,2145085.774
1306,6,Dublin,1347359,2020/04/19 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,7589,563.2500321,,,2612632655,449433.5318
1307,7,Galway,258058,2020/04/19 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,286,110.8277984,,,17079158586,1972288.286
1308,8,Kerry,147707,2020/04/19 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,266,180.0862518,,,12483603408,1753779.819
1309,9,Kildare,222504,2020/04/19 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,822,369.4315608,,,4726063622,422182.0368
1310,10,Kilkenny,99232,2020/04/19 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,210,211.6252822,,,5585391835,453397.5722
1311,11,Laois,84697,2020/04/19 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,175,206.6188885,,,4731211499,398512.4622
1312,12,Leitrim,32044,2020/04/19 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,54,168.5182874,,,4618679673,453253.685
1313,13,Limerick,194899,2020/04/19 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,379,194.4596945,,,7206726912,673892.6905
1314,14,Longford,40873,2020/04/19 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,92,225.0874661,,,3097977869,315245.1728
1315,15,Louth,128884,2020/04/19 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,467,362.3413302,,,2386326963,352203.5172
1316,16,Mayo,130507,2020/04/19 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,335,256.691212,,,16036984139,2101964.077
